Regional;Distrito;Centros;Sector;Nivel;Coordenadas Latitud;Coordenadas Longitud;Matricula;Planta Fisica;Provincia;Municipio;Año
06 - LA VEGA;0606 - MOCA;01413 - PROF. GIL RAFAEL OSIRIS BEATO FLORENTINO;PUBLICO;INICIAL - PRIMARIO;19.4024;,-70.468;51;09005614 - PROF. GIL RAFAEL OSIRIS BEATO FLORENTINO;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01414 - PROF. MARIA MERCEDES CASTILLO CRUZ;PUBLICO;INICIAL - PRIMARIO;19.4183;-70.4404;109;09005718 - PROF. MRIARA MERCEDES CASTILLO CRUZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01415 - MARIA YOLANDA ALMANZAR ROSARIO;PUBLICO;INICIAL - PRIMARIO;19.427115;-70.453684;40;09005916 - MARIA YOLANDA ALMANZAR ROSARIO;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01416 - JOSE BERNABET FELIX ORTEGA;PUBLICO;INICIAL - PRIMARIO;19.4211;-70.4547;108;09006015 - JOSE BERNABET FELIX ORTEGA;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01417 - RAMON ANTONIO POLANCO PEREZ;PUBLICO;INICIAL - PRIMARIO;19.432282;-70.447511;9;09006119 - RAMON ANTONIO POLANCO PEREZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01418 - PROF. ROGELIO ANTONIO ESPAILLAT GUZMAN;PUBLICO;INICIAL - PRIMARIO;19.4405;-70.4487;18;09006213 - PROF. ROGELIO ANTONIO ESPAILLAT GUZMAN;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01419 - BIENVENIDO SERRANO;PUBLICO;INICIAL - PRIMARIO;19.383668;-70.452073;139;09006317 - BIENVENIDO SERRANO;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01420 - JOSEFA ALTAGRACIA TORIBIO OVALLES;PUBLICO;INICIAL - PRIMARIO;19.406898;-70.444742;69;09006515 - JOSEFA ALTAGRACIA TORIBIO OVALLES;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01421 - ORTEGA;PUBLICO;INICIAL - PRIMARIO;19.375834;-70.601240;218;09006619 - ORTEGA;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01422 - AQUILINA DE JESUS OVALLES FERNANDEZ;PUBLICO;INICIAL - PRIMARIO;19.371440;-70.592730;408;09006817 - AQUILINA DE JESUS OVALLES FERNANDEZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01424 - RAMON VARGAS VERAS;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;19.365848;-70.573198;230;09007114 - RAMON VARGAS VERAS;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01426 - PROF. MARIA PAULINA ABREU;PUBLICO;INICIAL - PRIMARIO;19.351718;-70.581845;125;09007510 - PROF. MARIA PAULINA ABREU;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01427 - SIXTO PASTOR HERNANDEZ;PUBLICO;INICIAL - PRIMARIO;19.4112;-70.5195;316;09007614 - SIXTO PASTOR HERNANDEZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01428 - JOSE GREGORIO DE LEON;PUBLICO;INICIAL - PRIMARIO;19.4203;,-70.523;42;09007718 - JOSE GREGORIO DE LEON;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01429 - MILADY MARIA BENCOSME PEREZ;PUBLICO;INICIAL - PRIMARIO;19.432565;-70.507051;122;09007812 - MILADY MARIA BENCOSME PEREZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01430 - PROF. AURA ESTELA NUNEZ;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;19.4245;-70.5084;533;09008119 - PROF. AURA ESTELA NUÑEZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01431 - PROF. ANGELA MARIA BENCOSME BAEZ;PUBLICO;INICIAL - PRIMARIO;19.4274;-70.4915;299;09008317 - PROF. ANGELA MARIA BENCOSME BAEZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01432 - TEOLINDA BENCOSME;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;19.445098;-70.501293;244;09008411 - TEOLINDA BENCOSME;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01433 - PROF. JOSEFA RAMONA GONZALEZ RODRIGUEZ;PUBLICO;INICIAL - PRIMARIO;19.448944;-70.486568;120;09008619 - PROF. JOSEFA RAMONA GONZALEZ RODRIGUEZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01435 - TOMAS RODRIGUEZ;PUBLICO;INICIAL - PRIMARIO;19.4675;0.500904;88;09008817 - TOMAS RODRIGUEZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01437 - PROF. ANGELICA ANTONIA MOLINA SANTOS;PUBLICO;INICIAL - PRIMARIO;19.439409;-70.459873;52;09009010 - PROF. ANGELICA ANTONIA MOLINA SANTOS;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01438 - MARIA MERCEDES RODRIGUEZ VERAS;PUBLICO;INICIAL - PRIMARIO;19.423696;-70.476653;316;09009114 - MARIA MERCEDES RODRIGUEZ VERAS;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01439 - LAS LAGUNA ABAJO;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;19.422662;-70.474938;122;09009218 - LAS LAGUNA ABAJO;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01440 - AMADO MARIA TEJADA SANCHEZ;PUBLICO;INICIAL - PRIMARIO;19.437920;-70.488653;315;09009510 - AMADO MARIA TEJADA SANCHEZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01442 - PROF. EULALIA DE JESUS JIMENEZ BALDERA;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;19.351580;-70.547116;283;09009812 - PROF. EULALIA DE JESUS JIMENEZ BALDERA;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01443 - EL COROZO;PUBLICO;INICIAL - PRIMARIO;19.382;70.5399;306;09010011 - EL COROZO;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01444 - SOR PURA CAAMAÑO ALVAREZ;PUBLICO;INICIAL - PRIMARIO;19.368447;-70.534754;174;09010115 - SOR PURA CAAMAÑO ALVAREZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01445 - CARLOS MARIA ESPEJO ALMA;PUBLICO;INICIAL - PRIMARIO;19.3548;-70.5269;15;09010313 - CARLOS MARIA ESPEJO ALMA;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01446 - BRUNILDA DE LA CRUZ;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;19.373560;-70.563987;199;09010511 - BRUNILDA DE LA CRUZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01447 - JUAN MARIA JIMENEZ CORREA;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;19.369881;-70.542484;172;09010615 - JUAN MARIA JIMENEZ  CORREA;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01448 - MANOLO ANTONIO ALMONTE;PUBLICO;INICIAL - PRIMARIO;19.360795;-70.513488;100;09010719 - MANOLO ANTONIO ALMONTE;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01449 - JESUS RAFAEL DIPLAN MARTINEZ;PUBLICO;INICIAL - PRIMARIO;19.4045;-70.5842;24;09011110 - JESUS RAFAEL DIPLAN MARTINEZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01450 - PROF. MARIA ELENA MENDEZ;PUBLICO;INICIAL - PRIMARIO;19.397;70.5794;68;09011214 - PROF. MARIA ELENA MENDEZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01451 - PROF. SIXTA RAMONA PAULINO FERNANDEZ;PUBLICO;INICIAL - PRIMARIO;19.400435;-70.561746;280;09011318 - PROF. SIXTA RAMONA PAULINO FERNANDEZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01452 - DR. FRANK DIAZ DOMINGUEZ;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;19.4438;-70.5582;266;09011516 - DR. FRANK DIAZ DOMINGUEZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01453 - JOSE MARIA RAMIREZ;PUBLICO;INICIAL - PRIMARIO;19.433;,-70.53;203;09011610 - JOSE MARIA RAMIREZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01454 - RAMON ANDRES FERREIRAS SANTANA;PUBLICO;INICIAL - PRIMARIO;19.4261;-70.5409;146;09011714 - RAMON ANDRES FERREIRAS SANTANA;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01455 - PROF. MELIDA PEREZ RODRIGUEZ;PUBLICO;INICIAL - PRIMARIO;19.412174;-70.527947;263;09011818 - PROF. MELIDA PEREZ RODRIGUEZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01456 - JOSE LUIS GOMEZ ORBE;PUBLICO;INICIAL - PRIMARIO;19.4104;-70.5061;356;09012115 - JOSE LUIS GOMEZ ORBE;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01457 - SAN JUAN BOSCO;PUBLICO;INICIAL - PRIMARIO;19.385485;-70.488541;153;09012219 - SAN JUAN BOSCO;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01458 - CACIQUE;PUBLICO;INICIAL - PRIMARIO;19.408067;-70.481933;75;09012313 - CACIQUE;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01459 - PROF. PEDRO JOSE ENRIQUE FRANCISCO;PUBLICO;INICIAL - PRIMARIO;19.391866;-70.476528;132;09012417 - PROF. PEDRO JOSE HENRIQUEZ FRANCISCO;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01460 - MERCEDES TEJADA;PUBLICO;INICIAL - PRIMARIO;19.4062;-70.4738;102;09012615 - MERCEDES TEJADA;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01461 - LUIS RAMON GOMEZ LIZARDO;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;19.3638;-70.4876;140;09012719 - LUIS RAMON GOMEZ LIZARDO;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01462 - MANUEL ANTONIO RODRIGUEZ MERCEDES;PUBLICO;INICIAL - PRIMARIO;19.3678;-70.4987;36;09012917 - MANUEL ANTONIO RODRIGUEZ MERCEDES;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01463 - OLIVERIO ESPAILLAT HERNANDEZ;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;19.3765;-70.4984;171;09013016 - OLIVERIO ESPAILLAT HERNANDEZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01464 - PROF. CAROLINA ANTONIA ROJAS;PUBLICO;INICIAL - PRIMARIO;19.3813;-70.5137;158;09013110 - PROF. CAROLINA ANTONIA ROJAS;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01465 - JOSE RODRIGUEZ BENCOSME;PUBLICO;INICIAL - PRIMARIO;19.351874;-70.506927;23;09013214 - JOSE RODRIGUEZ BENCOSME;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01466 - JUAN PABLO SANCHEZ GARCIA;PUBLICO;INICIAL - PRIMARIO;19.3448;-70.4965;97;09013318 - JUAN PABLO SANCHEZ GARCIA;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01467 - ISABEL LA CATOLICA;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;19.341669;-70.484302;402;09013821 - ISABEL LA CATOLICA;ESPAILLAT;CAYETANO GERMOSÉN;20222023
06 - LA VEGA;0606 - MOCA;01468 - PROF. JOSEFA DEL CARMEN LIRIANO;PUBLICO;INICIAL - PRIMARIO;19.326489;-70.481463;195;09014219 - PROF. JOSEFA DEL CARMEN LIRIANO;ESPAILLAT;CAYETANO GERMOSÉN;20222023
06 - LA VEGA;0606 - MOCA;01469 - MIGUEL ANGEL BRACHE MOLINA;PUBLICO;INICIAL - PRIMARIO;19.371196;-70.464739;124;09014417 - MIGUEL ANGEL BRACHE MOLINA;ESPAILLAT;CAYETANO GERMOSÉN;20222023
06 - LA VEGA;0606 - MOCA;01470 - PROF. ANTONIA MARIA ALMANZAR SANTOS;PUBLICO;INICIAL - PRIMARIO;19.347997;-70.463172;135;09014511 - PROF. ANTONIA MARIA ALMANZAR SANTOS;ESPAILLAT;CAYETANO GERMOSÉN;20222023
06 - LA VEGA;0606 - MOCA;01549 - ONESIMO POLANCO;PUBLICO;INICIAL - PRIMARIO;19.4488;-70.5706;63;09027418 - ONESIMO POLANCO;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01550 - ISABEL MARIA CORONA;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;19.389986;-70.547426;450;09027813 - ISABEL MARIA CORONA;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01552 - LORENZO CONFESOR HICIANO GUZMAN;PUBLICO;INICIAL - PRIMARIO;19.407610;-70.495872;161;09028812 - LORENZO CONFESOR HICIANO GUZMAN;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01559 - ENEMENCIO ROSARIO;PUBLICO;INICIAL - PRIMARIO;19.346442;-70.511967;47;09029910 - ENEMENCIO  ROSARIO;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01560 - PEDRO ANTONIO GARCIA RUIZ;PUBLICO;INICIAL - PRIMARIO;19.3729;-70.4876;41;09030918 - PEDRO ANTONIO GARCIA RUIZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01565 - LA NUEVA ESPERANZA;PUBLICO;INICIAL - PRIMARIO;19.434811;-70.468612;23;09031719 - LA NUEVA ESPERANZA;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01568 - PADRE CIPRIANO IBANEZ HENRIQUEZ;PUBLICO;INICIAL - PRIMARIO;19.394406;-70.537515;583;09033212 - PADRE CIPRIANO IBANEZ HENRIQUEZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;01838 - VICTOR MANUEL JOAQUIN CASTILLO;PUBLICO;INICIAL - PRIMARIO;19.3495;-70.5209;34;13014710 - VICTOR MANUEL JOAQUIN CASTILLO;LA VEGA;LA VEGA;20222023
06 - LA VEGA;0606 - MOCA;01840 - JABABA LA VEGA;PUBLICO;INICIAL - PRIMARIO;19.327240;-70.498712;16;13015017 - JABABA LA VEGA;LA VEGA;LA VEGA;20222023
06 - LA VEGA;0606 - MOCA;06773 - ESCUELA SALESIANA DON BOSCO;PUBLICO;INICIAL - PRIMARIO;19.391771;-70.524808;403;09000411 - SALESIANO DON BOSCO;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;06777 - NUEVO RENACER;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;19.429796;-70.496822;1013;09001114 - NUEVO RENACER;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;06780 - JUAN CRISOSTOMO ESTRELLA;PUBLICO;BASICA DE ADULTOS;19.396613;-70.520900;44;09019810 - ELADIO PEÑA DE LA ROSA;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;06782 - RADIO SANTA MARIA - JUAN CRISOSTOMO ESTRELLA;SEMIOFICIAL;BASICA DE ADULTOS;19.396613;-70.520900;4;09019810 - ELADIO PEÑA DE LA ROSA;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;06786 - VALENTIN MICHEL;PUBLICO;BASICA DE ADULTOS;19.394795;-70.531562;74;09002320 - VALENTIN MICHEL;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;06787 - CENTRO EDUCATIVO EN ARTES DOMINGO FAUSTINO SARMIENTO;PUBLICO;SECUNDARIO;19.3943;-70.5221;576;09002619 - CENTRO EDUCATIVO EN ARTES DOMINGO FAUSTINO SARMIENTO;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;06789 - ELADIO PEÑA DE LA ROSA;PUBLICO;SECUNDARIO;19.396613;-70.520900;576;09019810 - ELADIO PEÑA DE LA ROSA;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;06790 - FRANCISCO GUZMAN COMPRES;PUBLICO;PREPARA REGULAR;19.3943;-70.5221;280;09002619 - CENTRO EDUCATIVO EN ARTES DOMINGO FAUSTINO SARMIENTO;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;06791 - FRANCISCO GUZMAN COMPRES;PUBLICO;BASICA DE ADULTOS;19.3943;-70.5221;119;09002619 - CENTRO EDUCATIVO EN ARTES DOMINGO FAUSTINO SARMIENTO;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;06797 - CENTRO EDUCATIVO MARIA AUXILIADORA (FMA SALESIANAS);PUBLICO;INICIAL - PRIMARIO;19.392743;,-70.52532;408;09003916 - MARIA AUXILIADORA (FMA SALESIANAS);ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;06798 - ESCUELA NACIONAL DE SORDOS - MOCA;PUBLICO;INICIAL - PRIMARIO;19.392262;-70.530481;101;09004817 - ESCUELA NACIONAL DE SORDOS - MOCA;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;06800 - ALTAGRACIA HERRERA;PUBLICO;SECUNDARIO;19.4367;-70.5863;252;09005312 - ALTAGRACIA HERRERA;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;06801 - PROF. FABIA DOLORES CACERES VERAS;PUBLICO;SECUNDARIO;19.372541;-70.592471;297;09018994 - PROF. FABIA DOLORES CACERES VERAS;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;06802 - FRANCISCO ANTONIO CASTILLO SALCEDO;PUBLICO;SECUNDARIO;19.359507;-70.581085;284;09016091 - FRANCISCO ANTONIO CASTILLO SALCEDO;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;06803 - PABLO ALBA FLORES;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;19.379378;-70.577213;207;09007416 - PABLO ALBA FLORES;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;06804 - AURORA TAVAREZ BELLIARD;PUBLICO;SECUNDARIO;19.432560;-70.496358;369;09008015 - AURORA TAVAREZ BELLIARD;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;06805 - LUIS RAMON BENCOSME;PUBLICO;SECUNDARIO;19.422736;-70.475281;284;09009416 - LUIS RAMON BENCOSME;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;06806 - JULIO JAIME JULIA;PUBLICO;SECUNDARIO;19.416266;-70.459142;375;09013322 - JULIO JAIME JULIA;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;06809 - ANDRES BELLO;PUBLICO;BASICA DE ADULTOS;19.392390;-70.531414;116;09001416 - ANDRES BELLO;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;06810 - ROSARIO JAQUEZ PEÑA;PUBLICO;BASICA DE ADULTOS;19.347746;-70.482028;62;09033113 - PROF. MARIA ALTAGRACIA HOLGUIN MORA;ESPAILLAT;CAYETANO GERMOSÉN;20222023
06 - LA VEGA;0606 - MOCA;06862 - PROF. MARIA ALTAGRACIA HOLGUIN MORA;PUBLICO;SECUNDARIO;19.347746;-70.482028;548;09033113 - PROF. MARIA ALTAGRACIA HOLGUIN MORA;ESPAILLAT;CAYETANO GERMOSÉN;20222023
06 - LA VEGA;0606 - MOCA;06864 - POLITECNICO EL AVE MARIA;PUBLICO;SECUNDARIO;19.3685;-70.5356;376;09033411 - POLITECNICO EL AVE MARIA;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;09976 - RADIO SANTA MARIA - MOCA;SEMIOFICIAL;PREPARA REGULAR;19.396613;-70.520900;33;09019810 - ELADIO PEÑA DE LA ROSA;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;10480 - PROF. ANGUSTIA PEREZ ROSARIO;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;19.368562;-70.561658;132;09009916 - PROF. ANGUSTIA PEREZ ROSARIO;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;11029 - CENTRO DE CORRECCION Y REHABILITACION LA ISLETA;PUBLICO;BASICA DE ADULTOS;19.356680;-70.533325;105;13011929 - CENTRO DE CORRECCION Y REHABILITACION LA ISLETA;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;12623 - PSEISS DON RAFAEL RAMOS;PUBLICO;INICIAL;19.391903;-70.530366;179;09011228 - PSEISS DON RAFAEL RAMOS;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;13210 - ELADIO PENA DE LA ROSA;PUBLICO;PREPARA REGULAR;19.3943;-70.5221;238;09002619 - CENTRO EDUCATIVO EN ARTES DOMINGO FAUSTINO SARMIENTO;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;13212 - FRANCISCO GUZMAN COMPRES;PUBLICO;PREPARA REGULAR;19.3943;-70.5221;286;09002619 - CENTRO EDUCATIVO EN ARTES DOMINGO FAUSTINO SARMIENTO;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;13368 - PROF. CANDIDA SILVIA SANTIAGO;PUBLICO;SECUNDARIO;19.40084;70.561677;179;09010813 - PROF. CANDIDA SILVIA SANTIAGO;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;13370 - JOSE ANTONIO CASTILLO FERREIRAS;PUBLICO;SECUNDARIO;19.440245;-70.528510;447;09018116 - JOSE ANTONIO CASTILLO FERREIRAS;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;14051 - POLITECNICO PROF. ANDRES FRANCISCO LOPEZ CRUZ;PUBLICO;SECUNDARIO;19.387632;-70.539712;905;09010925 - POLITECNICO PROF. ANDRES FRANCISCO LOPEZ CRUZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;14074 - EPES-JUAN LOPEZ;PUBLICO;INICIAL;19.438188;-70.495746;19;09014625 - EPES- JUAN LOPEZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;14296 - MARIA MERCEDES RODRIGUEZ VERAS;PUBLICO;PREPARA REGULAR;19.423696;-70.476653;341;09009114 - MARIA MERCEDES RODRIGUEZ VERAS;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;14299 - PROF. MARIA FACUNDA GUZMAN  BENCOSME;PUBLICO;INICIAL - PRIMARIO;19.414495;-70.531205;467;09014016 - PROF. MARIA FACUNDA GUZMAN  BENCOSME;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;14430 - AQUILINA DE JESUS OVALLES FERNANDEZ;PUBLICO;PREPARA REGULAR;19.371440;-70.592730;120;09006817 - AQUILINA DE JESUS OVALLES FERNANDEZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;14658 - PROF. JUANA ALTAGRACIA CALDERON MARTINEZ;PUBLICO;SECUNDARIO;19.421631;-70.487376;354;09011125 - PROF. JUANA ALTAGRACIA CALDERON MARTINEZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;15008 - FRANCISCO ANTONIO ARIAS MOLINA;PUBLICO;SECUNDARIO;19.396864;-70.530142;435;09015793 - FRANCISCO ANTONIO ARIAS MOLINA;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;15231 - CAIPI - LAS FLORES MOCA;PUBLICO;INICIAL;19.400535;-70.517962;216;09018143 - CAIPI - LAS FLORES;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;15234 - ANTONIO RAMON TAVERAS LOPEZ;PUBLICO;SECUNDARIO;19.423096;-70.562525;107;09010634 - ANTONIO RAMON TAVERAS LOPEZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;15237 - ANA  ANTONIA TORRES PEREZ;PUBLICO;SECUNDARIO;19.389776;-70.479005;201;09016559 - ANA ANTONIA TORRES PEREZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;15238 - CAIPI-RAYITO AZUL;PUBLICO;INICIAL;19.389041;-70.535476;226;09013280 - CAIPI-RAYITO AZUL;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;15239 - CAIPI - LOS LOPEZ MOCA;PUBLICO;INICIAL;19.395801;-70.538008;202;09014762 - CAIPI - LOS LOPEZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;15276 - POLITECNICO SALESIANO ARQUIDES CALDERON;PUBLICO;SECUNDARIO;19.399714;-70.525639;856;13043684 - POLITECNICO SALESIANO ARQUIDES CALDERON;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;15499 - CENTRO DE CORRECCION Y REHABILITACION LA ISLETA;PUBLICO;PREPARA REGULAR;19.356680;-70.533325;60;13011929 - CENTRO DE CORRECCION Y REHABILITACION LA ISLETA;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;15663 - CENTRO EDUCATIVO MARIA AUXILIADORA (FMA SALESIANAS);PUBLICO;SECUNDARIO;19.392743;,-70.52532;277;09003916 - MARIA AUXILIADORA (FMA SALESIANAS);ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;15664 - AQUILINA DE JESUS OVALLES FERNANDEZ;PUBLICO;BASICA DE ADULTOS;19.371440;-70.592730;22;09006817 - AQUILINA DE JESUS OVALLES FERNANDEZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;15665 - MARIA MERCEDES RODRIGUEZ VERAS;PUBLICO;BASICA DE ADULTOS;19.423696;-70.476653;64;09009114 - MARIA MERCEDES RODRIGUEZ VERAS;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;15945 - PROF. JOSE ABRAHAM VERAS NUÑEZ;PUBLICO;SECUNDARIO;19.378603;-70.600877;198;09013401 - PROF. JOSE ABRAHAM VERAS NUÑEZ;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;15946 - CAIPI - PULU;PUBLICO;INICIAL;19.393884;-70.508215;148;09015797 - CAIPI - PULU;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;15947 - EL CAIMITO - LA ROSARIO;PUBLICO;INICIAL - PRIMARIO - SECUNDARIO;19.394155;-70.507803;527;09018679 - EL CAIMITO - LA ROSARIO;ESPAILLAT;MOCA;20222023
06 - LA VEGA;0606 - MOCA;16715 - CENTRO SALESIANO DON BOSCO;PUBLICO;SECUNDARIO;19.391771;-70.524808;378;09000411 - SALESIANO DON BOSCO;ESPAILLAT;MOCA;20222023
