regional_distrito,año_lectivo,tipo,regional,distrito,valor,indicador,nivel
1406 - EL FACTOR,2024-2025,distrito,14 - NAGUA,1406 - EL FACTOR,0.7,abandono,INICIAL
1407 - LAS TERRENAS,2024-2025,distrito,14 - NAGUA,1407 - LAS TERRENAS,0.5,abandono,INICIAL
15 - SANTO DOMINGO,2024-2025,regional,15 - SANTO DOMINGO,,1.9,abandono,INICIAL
1501 - LOS ALCARRIZOS,2024-2025,distrito,15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,2.1,abandono,INICIAL
1502 - SANTO DOMINGO CENTRO,2024-2025,distrito,15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,3.1,abandono,INICIAL
1503 - SANTO DOMINGO SURCENTRAL,2024-2025,distrito,15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,0.8,abandono,INICIAL
1504 - SANTO DOMINGO NOROESTE,2024-2025,distrito,15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,1.7,abandono,INICIAL
1505 - HERRERA,2024-2025,distrito,15 - SANTO DOMINGO,1505 - HERRERA,2.3,abandono,INICIAL
1506 - PEDRO BRAND,2024-2025,distrito,15 - SANTO DOMINGO,1506 - PEDRO BRAND,1.8,abandono,INICIAL
16 - COTUI,2024-2025,regional,16 - COTUI,,1.0,abandono,INICIAL
1601 - COTUI,2024-2025,distrito,16 - COTUI,1601 - COTUI,0.7,abandono,INICIAL
1602 - FANTINO,2024-2025,distrito,16 - COTUI,1602 - FANTINO,0.6,abandono,INICIAL
1603 - CEVICOS,2024-2025,distrito,16 - COTUI,1603 - CEVICOS,1.0,abandono,INICIAL
1604 - BONAO SUROESTE,2024-2025,distrito,16 - COTUI,1604 - BONAO SUROESTE,0.8,abandono,INICIAL
1605 - PIEDRA BLANCA,2024-2025,distrito,16 - COTUI,1605 - PIEDRA BLANCA,1.7,abandono,INICIAL
1606 - BONAO NORDESTE,2024-2025,distrito,16 - COTUI,1606 - BONAO NORDESTE,1.3,abandono,INICIAL
1607 - VILLA LA MATA,2024-2025,distrito,16 - COTUI,1607 - VILLA LA MATA,1.2,abandono,INICIAL
17 - MONTE PLATA,2024-2025,regional,17 - MONTE PLATA,,1.3,abandono,INICIAL
1701 - YAMASA,2024-2025,distrito,17 - MONTE PLATA,1701 - YAMASA,1.3,abandono,INICIAL
1702 - MONTE PLATA,2024-2025,distrito,17 - MONTE PLATA,1702 - MONTE PLATA,0.3,abandono,INICIAL
1703 - BAYAGUANA,2024-2025,distrito,17 - MONTE PLATA,1703 - BAYAGUANA,2.3,abandono,INICIAL
1704 - SABANA GRANDE DE BOYA,2024-2025,distrito,17 - MONTE PLATA,1704 - SABANA GRANDE DE BOYA,1.8,abandono,INICIAL
1705 - ESPERALVILLO,2024-2025,distrito,17 - MONTE PLATA,1705 - ESPERALVILLO,2.1,abandono,INICIAL
18 - BAHORUCO,2024-2025,regional,18 - BAHORUCO,,2.0,abandono,INICIAL
1801 - NEYBA,2024-2025,distrito,18 - BAHORUCO,1801 - NEYBA,0.6,abandono,INICIAL
1802 - TAMAYO,2024-2025,distrito,18 - BAHORUCO,1802 - TAMAYO,1.8,abandono,INICIAL
1803 - VILLA JARAGUA,2024-2025,distrito,18 - BAHORUCO,1803 - VILLA JARAGUA,4.3,abandono,INICIAL
1804 - JIMANI,2024-2025,distrito,18 - BAHORUCO,1804 - JIMANI,0.9,abandono,INICIAL
1805 - DUVERGE,2024-2025,distrito,18 - BAHORUCO,1805 - DUVERGE,5.1,abandono,INICIAL
TOTAL,2021-2022,total,,,98.4,promovido,INICIAL
01 - BARAHONA,2021-2022,regional,01 - BARAHONA,,98.4,promovido,INICIAL
0101 - PEDERNALES,2021-2022,distrito,01 - BARAHONA,0101 - PEDERNALES,98.6,promovido,INICIAL
0102 - ENRIQUILLO,2021-2022,distrito,01 - BARAHONA,0102 - ENRIQUILLO,97.2,promovido,INICIAL
0103 - BARAHONA,2021-2022,distrito,01 - BARAHONA,0103 - BARAHONA,98.3,promovido,INICIAL
0104 - CABRAL,2021-2022,distrito,01 - BARAHONA,0104 - CABRAL,97.7,promovido,INICIAL
0105 - VICENTE NOBLE,2021-2022,distrito,01 - BARAHONA,0105 - VICENTE NOBLE,99.9,promovido,INICIAL
02 - SAN JUAN DE LA MAGUANA,2021-2022,regional,02 - SAN JUAN DE LA MAGUANA,,98.3,promovido,INICIAL
0201 - COMENDADOR,2021-2022,distrito,02 - SAN JUAN DE LA MAGUANA,0201 - COMENDADOR,99.3,promovido,INICIAL
0202 - PEDRO SANTANA,2021-2022,distrito,02 - SAN JUAN DE LA MAGUANA,0202 - PEDRO SANTANA,98.4,promovido,INICIAL
0203 - LAS MATAS DE FARFAN,2021-2022,distrito,02 - SAN JUAN DE LA MAGUANA,0203 - LAS MATAS DE FARFAN,99.7,promovido,INICIAL
0204 - EL CERCADO,2021-2022,distrito,02 - SAN JUAN DE LA MAGUANA,0204 - EL CERCADO,95.5,promovido,INICIAL
0205 - SAN JUAN ESTE,2021-2022,distrito,02 - SAN JUAN DE LA MAGUANA,0205 - SAN JUAN ESTE,97.7,promovido,INICIAL
0206 - SAN JUAN OESTE,2021-2022,distrito,02 - SAN JUAN DE LA MAGUANA,0206 - SAN JUAN OESTE,99.1,promovido,INICIAL
0207 - HONDO VALLE,2021-2022,distrito,02 - SAN JUAN DE LA MAGUANA,0207 - HONDO VALLE,94.5,promovido,INICIAL
03 - AZUA,2021-2022,regional,03 - AZUA,,98.6,promovido,INICIAL
0301 - AZUA,2021-2022,distrito,03 - AZUA,0301 - AZUA,99.0,promovido,INICIAL
0302 - PADRE DE LAS CASAS,2021-2022,distrito,03 - AZUA,0302 - PADRE DE LAS CASAS,98.6,promovido,INICIAL
0303 - SAN JOSE DE OCOA,2021-2022,distrito,03 - AZUA,0303 - SAN JOSE DE OCOA,98.4,promovido,INICIAL
0304 - BANI,2021-2022,distrito,03 - AZUA,0304 - BANI,98.3,promovido,INICIAL
0305 - NIZAO,2021-2022,distrito,03 - AZUA,0305 - NIZAO,98.7,promovido,INICIAL
04 - SAN CRISTOBAL,2021-2022,regional,04 - SAN CRISTOBAL,,98.2,promovido,INICIAL
0401 - CAMBITA GARABITOS,2021-2022,distrito,04 - SAN CRISTOBAL,0401 - CAMBITA GARABITOS,97.9,promovido,INICIAL
0402 - SAN CRISTOBAL NORTE,2021-2022,distrito,04 - SAN CRISTOBAL,0402 - SAN CRISTOBAL NORTE,98.4,promovido,INICIAL
0403 - SAN CRISTOBAL SUR,2021-2022,distrito,04 - SAN CRISTOBAL,0403 - SAN CRISTOBAL SUR,99.5,promovido,INICIAL
0404 - VILLA ALTAGRACIA,2021-2022,distrito,04 - SAN CRISTOBAL,0404 - VILLA ALTAGRACIA,97.4,promovido,INICIAL
0405 - YAGUATE,2021-2022,distrito,04 - SAN CRISTOBAL,0405 - YAGUATE,99.4,promovido,INICIAL
0406 - HAINA,2021-2022,distrito,04 - SAN CRISTOBAL,0406 - HAINA,97.1,promovido,INICIAL
0407 - SAN GREGORIO DE NIGUA,2021-2022,distrito,04 - SAN CRISTOBAL,0407 - SAN GREGORIO DE NIGUA,98.9,promovido,INICIAL
05 - SAN PEDRO DE MACORIS,2021-2022,regional,05 - SAN PEDRO DE MACORIS,,98.2,promovido,INICIAL
0501 - SAN PEDRO DE MACORIS ESTE,2021-2022,distrito,05 - SAN PEDRO DE MACORIS,0501 - SAN PEDRO DE MACORIS ESTE,98.3,promovido,INICIAL
0502 - SAN PEDRO DE MACORIS OESTE,2021-2022,distrito,05 - SAN PEDRO DE MACORIS,0502 - SAN PEDRO DE MACORIS OESTE,98.8,promovido,INICIAL
0503 - LA ROMANA,2021-2022,distrito,05 - SAN PEDRO DE MACORIS,0503 - LA ROMANA,98.0,promovido,INICIAL
0504 - HATO MAYOR,2021-2022,distrito,05 - SAN PEDRO DE MACORIS,0504 - HATO MAYOR,97.9,promovido,INICIAL
0505 - SABANA DE LA MAR,2021-2022,distrito,05 - SAN PEDRO DE MACORIS,0505 - SABANA DE LA MAR,95.7,promovido,INICIAL
0506 - CONSUELO,2021-2022,distrito,05 - SAN PEDRO DE MACORIS,0506 - CONSUELO,98.7,promovido,INICIAL
0507 - SAN JOSE DE LOS LLANOS,2021-2022,distrito,05 - SAN PEDRO DE MACORIS,0507 - SAN JOSE DE LOS LLANOS,99.6,promovido,INICIAL
0508 - QUISQUEYA,2021-2022,distrito,05 - SAN PEDRO DE MACORIS,0508 - QUISQUEYA,99.3,promovido,INICIAL
0509 - EL VALLE,2021-2022,distrito,05 - SAN PEDRO DE MACORIS,0509 - EL VALLE,99.3,promovido,INICIAL
0510 - GUAYMATE,2021-2022,distrito,05 - SAN PEDRO DE MACORIS,0510 - GUAYMATE,96.7,promovido,INICIAL
0511 - VILLA HERMOSA,2021-2022,distrito,05 - SAN PEDRO DE MACORIS,0511 - VILLA HERMOSA,97.9,promovido,INICIAL
06 - LA VEGA,2021-2022,regional,06 - LA VEGA,,99.2,promovido,INICIAL
0601 - JOSE CONTRERAS,2021-2022,distrito,06 - LA VEGA,0601 - JOSE CONTRERAS,100.0,promovido,INICIAL
0602 - CONSTANZA,2021-2022,distrito,06 - LA VEGA,0602 - CONSTANZA,99.4,promovido,INICIAL
0603 - JARABACOA,2021-2022,distrito,06 - LA VEGA,0603 - JARABACOA,98.6,promovido,INICIAL
0604 - LA VEGA OESTE,2021-2022,distrito,06 - LA VEGA,0604 - LA VEGA OESTE,99.1,promovido,INICIAL
0605 - LA VEGA ESTE,2021-2022,distrito,06 - LA VEGA,0605 - LA VEGA ESTE,99.6,promovido,INICIAL
0606 - MOCA,2021-2022,distrito,06 - LA VEGA,0606 - MOCA,99.5,promovido,INICIAL
0607 - GASPAR HERNANDEZ,2021-2022,distrito,06 - LA VEGA,0607 - GASPAR HERNANDEZ,96.9,promovido,INICIAL
0608 - JAMAO AL NORTE,2021-2022,distrito,06 - LA VEGA,0608 - JAMAO AL NORTE,98.3,promovido,INICIAL
0609 - SAN VICTOR,2021-2022,distrito,06 - LA VEGA,0609 - SAN VICTOR,100.0,promovido,INICIAL
0610 - JIMA ABAJO,2021-2022,distrito,06 - LA VEGA,0610 - JIMA ABAJO,99.8,promovido,INICIAL
07 - SAN FRANCISCO DE MACORIS,2021-2022,regional,07 - SAN FRANCISCO DE MACORIS,,98.5,promovido,INICIAL
0701 - TENARES,2021-2022,distrito,07 - SAN FRANCISCO DE MACORIS,0701 - TENARES,98.5,promovido,INICIAL
0702 - SALCEDO,2021-2022,distrito,07 - SAN FRANCISCO DE MACORIS,0702 - SALCEDO,99.5,promovido,INICIAL
0703 - CASTILLO,2021-2022,distrito,07 - SAN FRANCISCO DE MACORIS,0703 - CASTILLO,98.2,promovido,INICIAL
0704 - VILLA RIVA,2021-2022,distrito,07 - SAN FRANCISCO DE MACORIS,0704 - VILLA RIVA,99.5,promovido,INICIAL
0705 - SAN FRANCISCO DE MACORIS SUR-E,2021-2022,distrito,07 - SAN FRANCISCO DE MACORIS,0705 - SAN FRANCISCO DE MACORIS SUR-E,97.6,promovido,INICIAL
0706 - SAN FRANCISCO DE MACORIS NOR-O,2021-2022,distrito,07 - SAN FRANCISCO DE MACORIS,0706 - SAN FRANCISCO DE MACORIS NOR-O,98.7,promovido,INICIAL
0707 - VILLA TAPIA,2021-2022,distrito,07 - SAN FRANCISCO DE MACORIS,0707 - VILLA TAPIA,99.2,promovido,INICIAL
08 - SANTIAGO,2021-2022,regional,08 - SANTIAGO,,98.5,promovido,INICIAL
0801 - SAN JOSE DE LAS MATAS,2021-2022,distrito,08 - SANTIAGO,0801 - SAN JOSE DE LAS MATAS,98.1,promovido,INICIAL
0802 - JANICO,2021-2022,distrito,08 - SANTIAGO,0802 - JANICO,98.5,promovido,INICIAL
0803 - SANTIAGO SUR-ESTE,2021-2022,distrito,08 - SANTIAGO,0803 - SANTIAGO SUR-ESTE,98.6,promovido,INICIAL
0804 - SANTIAGO NOROESTE,2021-2022,distrito,08 - SANTIAGO,0804 - SANTIAGO NOROESTE,99.0,promovido,INICIAL
0805 - SANTIAGO CENTRO-OESTE,2021-2022,distrito,08 - SANTIAGO,0805 - SANTIAGO CENTRO-OESTE,98.4,promovido,INICIAL
0806 - SANTIAGO NORESTE,2021-2022,distrito,08 - SANTIAGO,0806 - SANTIAGO NORESTE,97.4,promovido,INICIAL
0807 - VILLA BISONO (NAVARRETE),2021-2022,distrito,08 - SANTIAGO,0807 - VILLA BISONO (NAVARRETE),98.5,promovido,INICIAL
0808 - LICEY AL MEDIO,2021-2022,distrito,08 - SANTIAGO,0808 - LICEY AL MEDIO,99.3,promovido,INICIAL
0809 - TAMBORIL,2021-2022,distrito,08 - SANTIAGO,0809 - TAMBORIL,98.4,promovido,INICIAL
0810 - VILLA GONZALEZ,2021-2022,distrito,08 - SANTIAGO,0810 - VILLA GONZALEZ,98.2,promovido,INICIAL
09 - MAO,2021-2022,regional,09 - MAO,,97.2,promovido,INICIAL
0901 - MAO,2021-2022,distrito,09 - MAO,0901 - MAO,97.0,promovido,INICIAL
0902 - ESPERANZA,2021-2022,distrito,09 - MAO,0902 - ESPERANZA,96.1,promovido,INICIAL
0903 - SAN IGNACIO DE SABANETA,2021-2022,distrito,09 - MAO,0903 - SAN IGNACIO DE SABANETA,97.3,promovido,INICIAL
0904 - MONCION,2021-2022,distrito,09 - MAO,0904 - MONCION,98.8,promovido,INICIAL
0905 - LAGUNA SALADA,2021-2022,distrito,09 - MAO,0905 - LAGUNA SALADA,97.9,promovido,INICIAL
0906 - VILLA LOS ALMACIGOS,2021-2022,distrito,09 - MAO,0906 - VILLA LOS ALMACIGOS,100.0,promovido,INICIAL
10 - SANTO DOMINGO,2021-2022,regional,10 - SANTO DOMINGO,,98.5,promovido,INICIAL
1001 - VILLA MELLA,2021-2022,distrito,10 - SANTO DOMINGO,1001 - VILLA MELLA,98.6,promovido,INICIAL
1002 - SABANA PERDIDA,2021-2022,distrito,10 - SANTO DOMINGO,1002 - SABANA PERDIDA,98.6,promovido,INICIAL
1003 - SANTO DOMINGO NORESTE,2021-2022,distrito,10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,98.4,promovido,INICIAL
1004 - SANTO DOMINGO ORIENTAL,2021-2022,distrito,10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,98.8,promovido,INICIAL
1005 - BOCA CHICA,2021-2022,distrito,10 - SANTO DOMINGO,1005 - BOCA CHICA,98.3,promovido,INICIAL
1006 - MENDOZA,2021-2022,distrito,10 - SANTO DOMINGO,1006 - MENDOZA,98.5,promovido,INICIAL
1007 - SAN ANTONIO DE GUERRA,2021-2022,distrito,10 - SANTO DOMINGO,1007 - SAN ANTONIO DE GUERRA,97.6,promovido,INICIAL
11 - PUERTO PLATA,2021-2022,regional,11 - PUERTO PLATA,,98.4,promovido,INICIAL
1101 - SOSUA,2021-2022,distrito,11 - PUERTO PLATA,1101 - SOSUA,98.8,promovido,INICIAL
1102 - PUERTO PLATA,2021-2022,distrito,11 - PUERTO PLATA,1102 - PUERTO PLATA,97.8,promovido,INICIAL
1103 - IMBERT,2021-2022,distrito,11 - PUERTO PLATA,1103 - IMBERT,98.6,promovido,INICIAL
1104 - LUPERON,2021-2022,distrito,11 - PUERTO PLATA,1104 - LUPERON,99.2,promovido,INICIAL
1105 - ALTAMIRA,2021-2022,distrito,11 - PUERTO PLATA,1105 - ALTAMIRA,99.2,promovido,INICIAL
1106 - EL MAMEY,2021-2022,distrito,11 - PUERTO PLATA,1106 - EL MAMEY,99.4,promovido,INICIAL
1107 - VILLA ISABELA,2021-2022,distrito,11 - PUERTO PLATA,1107 - VILLA ISABELA,100.0,promovido,INICIAL
12 - HIGUEY,2021-2022,regional,12 - HIGUEY,,98.0,promovido,INICIAL
1201 - HIGUEY,2021-2022,distrito,12 - HIGUEY,1201 - HIGUEY,98.0,promovido,INICIAL
1202 - SAN RAFAEL DEL YUMA,2021-2022,distrito,12 - HIGUEY,1202 - SAN RAFAEL DEL YUMA,96.9,promovido,INICIAL
1203 - EL SEIBO,2021-2022,distrito,12 - HIGUEY,1203 - EL SEIBO,98.6,promovido,INICIAL
1204 - MICHES,2021-2022,distrito,12 - HIGUEY,1204 - MICHES,98.0,promovido,INICIAL
13 - MONTE CRISTI,2021-2022,regional,13 - MONTE CRISTI,,98.6,promovido,INICIAL
1301 - MONTE CRISTI,2021-2022,distrito,13 - MONTE CRISTI,1301 - MONTE CRISTI,97.3,promovido,INICIAL
1302 - GUAYUBIN,2021-2022,distrito,13 - MONTE CRISTI,1302 - GUAYUBIN,99.3,promovido,INICIAL
1303 - VILLA VASQUEZ,2021-2022,distrito,13 - MONTE CRISTI,1303 - VILLA VASQUEZ,98.8,promovido,INICIAL
1304 - DAJABON,2021-2022,distrito,13 - MONTE CRISTI,1304 - DAJABON,99.4,promovido,INICIAL
1305 - LOMA DE CABRERA,2021-2022,distrito,13 - MONTE CRISTI,1305 - LOMA DE CABRERA,97.4,promovido,INICIAL
1306 - RESTAURACION,2021-2022,distrito,13 - MONTE CRISTI,1306 - RESTAURACION,100.0,promovido,INICIAL
14 - NAGUA,2021-2022,regional,14 - NAGUA,,99.3,promovido,INICIAL
1401 - NAGUA,2021-2022,distrito,14 - NAGUA,1401 - NAGUA,99.9,promovido,INICIAL
1402 - CABRERA,2021-2022,distrito,14 - NAGUA,1402 - CABRERA,98.8,promovido,INICIAL
1403 - RIO SAN JUAN,2021-2022,distrito,14 - NAGUA,1403 - RIO SAN JUAN,100.0,promovido,INICIAL
1404 - SAMANA,2021-2022,distrito,14 - NAGUA,1404 - SAMANA,99.1,promovido,INICIAL
1405 - SANCHEZ,2021-2022,distrito,14 - NAGUA,1405 - SANCHEZ,98.8,promovido,INICIAL
1406 - EL FACTOR,2021-2022,distrito,14 - NAGUA,1406 - EL FACTOR,97.9,promovido,INICIAL
1407 - LAS TERRENAS,2021-2022,distrito,14 - NAGUA,1407 - LAS TERRENAS,100.0,promovido,INICIAL
15 - SANTO DOMINGO,2021-2022,regional,15 - SANTO DOMINGO,,98.0,promovido,INICIAL
1501 - LOS ALCARRIZOS,2021-2022,distrito,15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,98.3,promovido,INICIAL
1502 - SANTO DOMINGO CENTRO,2021-2022,distrito,15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,96.2,promovido,INICIAL
1503 - SANTO DOMINGO SURCENTRAL,2021-2022,distrito,15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,99.2,promovido,INICIAL
1504 - SANTO DOMINGO NOROESTE,2021-2022,distrito,15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,98.1,promovido,INICIAL
1505 - HERRERA,2021-2022,distrito,15 - SANTO DOMINGO,1505 - HERRERA,97.6,promovido,INICIAL
1506 - PEDRO BRAND,2021-2022,distrito,15 - SANTO DOMINGO,1506 - PEDRO BRAND,98.3,promovido,INICIAL
16 - COTUI,2021-2022,regional,16 - COTUI,,98.7,promovido,INICIAL
1601 - COTUI,2021-2022,distrito,16 - COTUI,1601 - COTUI,99.5,promovido,INICIAL
1602 - FANTINO,2021-2022,distrito,16 - COTUI,1602 - FANTINO,99.7,promovido,INICIAL
1603 - CEVICOS,2021-2022,distrito,16 - COTUI,1603 - CEVICOS,100.0,promovido,INICIAL
1604 - BONAO SUROESTE,2021-2022,distrito,16 - COTUI,1604 - BONAO SUROESTE,98.5,promovido,INICIAL
1605 - PIEDRA BLANCA,2021-2022,distrito,16 - COTUI,1605 - PIEDRA BLANCA,98.2,promovido,INICIAL
1606 - BONAO NORDESTE,2021-2022,distrito,16 - COTUI,1606 - BONAO NORDESTE,97.7,promovido,INICIAL
1607 - VILLA LA MATA,2021-2022,distrito,16 - COTUI,1607 - VILLA LA MATA,98.2,promovido,INICIAL
17 - MONTE PLATA,2021-2022,regional,17 - MONTE PLATA,,97.8,promovido,INICIAL
1701 - YAMASA,2021-2022,distrito,17 - MONTE PLATA,1701 - YAMASA,97.6,promovido,INICIAL
1702 - MONTE PLATA,2021-2022,distrito,17 - MONTE PLATA,1702 - MONTE PLATA,98.9,promovido,INICIAL
1703 - BAYAGUANA,2021-2022,distrito,17 - MONTE PLATA,1703 - BAYAGUANA,94.8,promovido,INICIAL
1704 - SABANA GRANDE DE BOYA,2021-2022,distrito,17 - MONTE PLATA,1704 - SABANA GRANDE DE BOYA,98.4,promovido,INICIAL
1705 - ESPERALVILLO,2021-2022,distrito,17 - MONTE PLATA,1705 - ESPERALVILLO,98.7,promovido,INICIAL
18 - BAHORUCO,2021-2022,regional,18 - BAHORUCO,,97.7,promovido,INICIAL
1801 - NEYBA,2021-2022,distrito,18 - BAHORUCO,1801 - NEYBA,98.7,promovido,INICIAL
1802 - TAMAYO,2021-2022,distrito,18 - BAHORUCO,1802 - TAMAYO,99.2,promovido,INICIAL
1803 - VILLA JARAGUA,2021-2022,distrito,18 - BAHORUCO,1803 - VILLA JARAGUA,95.9,promovido,INICIAL
1804 - JIMANI,2021-2022,distrito,18 - BAHORUCO,1804 - JIMANI,97.4,promovido,INICIAL
1805 - DUVERGE,2021-2022,distrito,18 - BAHORUCO,1805 - DUVERGE,96.9,promovido,INICIAL
TOTAL,2022-2023,total,,,98.5,promovido,INICIAL
01 - BARAHONA,2022-2023,regional,01 - BARAHONA,,98.9,promovido,INICIAL
0101 - PEDERNALES,2022-2023,distrito,01 - BARAHONA,0101 - PEDERNALES,98.4,promovido,INICIAL
0102 - ENRIQUILLO,2022-2023,distrito,01 - BARAHONA,0102 - ENRIQUILLO,99.1,promovido,INICIAL
0103 - BARAHONA,2022-2023,distrito,01 - BARAHONA,0103 - BARAHONA,98.9,promovido,INICIAL
0104 - CABRAL,2022-2023,distrito,01 - BARAHONA,0104 - CABRAL,98.5,promovido,INICIAL
0105 - VICENTE NOBLE,2022-2023,distrito,01 - BARAHONA,0105 - VICENTE NOBLE,99.4,promovido,INICIAL
02 - SAN JUAN DE LA MAGUANA,2022-2023,regional,02 - SAN JUAN DE LA MAGUANA,,98.1,promovido,INICIAL
0201 - COMENDADOR,2022-2023,distrito,02 - SAN JUAN DE LA MAGUANA,0201 - COMENDADOR,96.5,promovido,INICIAL
0202 - PEDRO SANTANA,2022-2023,distrito,02 - SAN JUAN DE LA MAGUANA,0202 - PEDRO SANTANA,99.2,promovido,INICIAL
0203 - LAS MATAS DE FARFAN,2022-2023,distrito,02 - SAN JUAN DE LA MAGUANA,0203 - LAS MATAS DE FARFAN,99.4,promovido,INICIAL
0204 - EL CERCADO,2022-2023,distrito,02 - SAN JUAN DE LA MAGUANA,0204 - EL CERCADO,91.4,promovido,INICIAL
0205 - SAN JUAN ESTE,2022-2023,distrito,02 - SAN JUAN DE LA MAGUANA,0205 - SAN JUAN ESTE,98.5,promovido,INICIAL
0206 - SAN JUAN OESTE,2022-2023,distrito,02 - SAN JUAN DE LA MAGUANA,0206 - SAN JUAN OESTE,99.4,promovido,INICIAL
0207 - HONDO VALLE,2022-2023,distrito,02 - SAN JUAN DE LA MAGUANA,0207 - HONDO VALLE,98.6,promovido,INICIAL
03 - AZUA,2022-2023,regional,03 - AZUA,,98.6,promovido,INICIAL
0301 - AZUA,2022-2023,distrito,03 - AZUA,0301 - AZUA,99.3,promovido,INICIAL
0302 - PADRE DE LAS CASAS,2022-2023,distrito,03 - AZUA,0302 - PADRE DE LAS CASAS,97.8,promovido,INICIAL
0303 - SAN JOSE DE OCOA,2022-2023,distrito,03 - AZUA,0303 - SAN JOSE DE OCOA,98.7,promovido,INICIAL
0304 - BANI,2022-2023,distrito,03 - AZUA,0304 - BANI,97.9,promovido,INICIAL
0305 - NIZAO,2022-2023,distrito,03 - AZUA,0305 - NIZAO,98.2,promovido,INICIAL
04 - SAN CRISTOBAL,2022-2023,regional,04 - SAN CRISTOBAL,,98.8,promovido,INICIAL
0401 - CAMBITA GARABITOS,2022-2023,distrito,04 - SAN CRISTOBAL,0401 - CAMBITA GARABITOS,98.7,promovido,INICIAL
0402 - SAN CRISTOBAL NORTE,2022-2023,distrito,04 - SAN CRISTOBAL,0402 - SAN CRISTOBAL NORTE,98.8,promovido,INICIAL
0403 - SAN CRISTOBAL SUR,2022-2023,distrito,04 - SAN CRISTOBAL,0403 - SAN CRISTOBAL SUR,98.9,promovido,INICIAL
0404 - VILLA ALTAGRACIA,2022-2023,distrito,04 - SAN CRISTOBAL,0404 - VILLA ALTAGRACIA,99.0,promovido,INICIAL
0405 - YAGUATE,2022-2023,distrito,04 - SAN CRISTOBAL,0405 - YAGUATE,100.0,promovido,INICIAL
0406 - HAINA,2022-2023,distrito,04 - SAN CRISTOBAL,0406 - HAINA,98.3,promovido,INICIAL
0407 - SAN GREGORIO DE NIGUA,2022-2023,distrito,04 - SAN CRISTOBAL,0407 - SAN GREGORIO DE NIGUA,99.2,promovido,INICIAL
05 - SAN PEDRO DE MACORIS,2022-2023,regional,05 - SAN PEDRO DE MACORIS,,98.7,promovido,INICIAL
0501 - SAN PEDRO DE MACORIS ESTE,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0501 - SAN PEDRO DE MACORIS ESTE,99.5,promovido,INICIAL
0502 - SAN PEDRO DE MACORIS OESTE,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0502 - SAN PEDRO DE MACORIS OESTE,98.2,promovido,INICIAL
0503 - LA ROMANA,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0503 - LA ROMANA,98.7,promovido,INICIAL
0504 - HATO MAYOR,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0504 - HATO MAYOR,98.7,promovido,INICIAL
0505 - SABANA DE LA MAR,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0505 - SABANA DE LA MAR,99.5,promovido,INICIAL
0506 - CONSUELO,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0506 - CONSUELO,99.2,promovido,INICIAL
0507 - SAN JOSE DE LOS LLANOS,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0507 - SAN JOSE DE LOS LLANOS,97.5,promovido,INICIAL
0508 - QUISQUEYA,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0508 - QUISQUEYA,98.7,promovido,INICIAL
0509 - EL VALLE,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0509 - EL VALLE,97.4,promovido,INICIAL
0510 - GUAYMATE,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0510 - GUAYMATE,99.8,promovido,INICIAL
0511 - VILLA HERMOSA,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0511 - VILLA HERMOSA,98.0,promovido,INICIAL
06 - LA VEGA,2022-2023,regional,06 - LA VEGA,,99.3,promovido,INICIAL
0601 - JOSE CONTRERAS,2022-2023,distrito,06 - LA VEGA,0601 - JOSE CONTRERAS,100.0,promovido,INICIAL
0602 - CONSTANZA,2022-2023,distrito,06 - LA VEGA,0602 - CONSTANZA,99.5,promovido,INICIAL
0603 - JARABACOA,2022-2023,distrito,06 - LA VEGA,0603 - JARABACOA,99.4,promovido,INICIAL
0604 - LA VEGA OESTE,2022-2023,distrito,06 - LA VEGA,0604 - LA VEGA OESTE,99.6,promovido,INICIAL
0605 - LA VEGA ESTE,2022-2023,distrito,06 - LA VEGA,0605 - LA VEGA ESTE,99.0,promovido,INICIAL
0606 - MOCA,2022-2023,distrito,06 - LA VEGA,0606 - MOCA,99.1,promovido,INICIAL
0607 - GASPAR HERNANDEZ,2022-2023,distrito,06 - LA VEGA,0607 - GASPAR HERNANDEZ,99.3,promovido,INICIAL
0608 - JAMAO AL NORTE,2022-2023,distrito,06 - LA VEGA,0608 - JAMAO AL NORTE,98.8,promovido,INICIAL
