regional_distrito,año_lectivo,tipo,regional,distrito,valor,indicador,nivel
1601 - COTUI,2024-2025,distrito,16 - COTUI,1601 - COTUI,92.5,promovido,SECUNDARIO
1602 - FANTINO,2024-2025,distrito,16 - COTUI,1602 - FANTINO,87.3,promovido,SECUNDARIO
1603 - CEVICOS,2024-2025,distrito,16 - COTUI,1603 - CEVICOS,92.3,promovido,SECUNDARIO
1604 - BONAO SUROESTE,2024-2025,distrito,16 - COTUI,1604 - BONAO SUROESTE,89.8,promovido,SECUNDARIO
1605 - PIEDRA BLANCA,2024-2025,distrito,16 - COTUI,1605 - PIEDRA BLANCA,89.3,promovido,SECUNDARIO
1606 - BONAO NORDESTE,2024-2025,distrito,16 - COTUI,1606 - BONAO NORDESTE,91.9,promovido,SECUNDARIO
1607 - VILLA LA MATA,2024-2025,distrito,16 - COTUI,1607 - VILLA LA MATA,86.4,promovido,SECUNDARIO
17 - MONTE PLATA,2024-2025,regional,17 - MONTE PLATA,,90.1,promovido,SECUNDARIO
1701 - YAMASA,2024-2025,distrito,17 - MONTE PLATA,1701 - YAMASA,89.3,promovido,SECUNDARIO
1702 - MONTE PLATA,2024-2025,distrito,17 - MONTE PLATA,1702 - MONTE PLATA,93.6,promovido,SECUNDARIO
1703 - BAYAGUANA,2024-2025,distrito,17 - MONTE PLATA,1703 - BAYAGUANA,89.7,promovido,SECUNDARIO
1704 - SABANA GRANDE DE BOYA,2024-2025,distrito,17 - MONTE PLATA,1704 - SABANA GRANDE DE BOYA,87.5,promovido,SECUNDARIO
1705 - ESPERALVILLO,2024-2025,distrito,17 - MONTE PLATA,1705 - ESPERALVILLO,87.7,promovido,SECUNDARIO
18 - BAHORUCO,2024-2025,regional,18 - BAHORUCO,,84.7,promovido,SECUNDARIO
1801 - NEYBA,2024-2025,distrito,18 - BAHORUCO,1801 - NEYBA,82.7,promovido,SECUNDARIO
1802 - TAMAYO,2024-2025,distrito,18 - BAHORUCO,1802 - TAMAYO,80.2,promovido,SECUNDARIO
1803 - VILLA JARAGUA,2024-2025,distrito,18 - BAHORUCO,1803 - VILLA JARAGUA,85.5,promovido,SECUNDARIO
1804 - JIMANI,2024-2025,distrito,18 - BAHORUCO,1804 - JIMANI,89.1,promovido,SECUNDARIO
1805 - DUVERGE,2024-2025,distrito,18 - BAHORUCO,1805 - DUVERGE,87.5,promovido,SECUNDARIO
TOTAL,2021-2022,total,,,6.1,reprobado,SECUNDARIO
01 - BARAHONA,2021-2022,regional,01 - BARAHONA,,7.3,reprobado,SECUNDARIO
0101 - PEDERNALES,2021-2022,distrito,01 - BARAHONA,0101 - PEDERNALES,7.3,reprobado,SECUNDARIO
0102 - ENRIQUILLO,2021-2022,distrito,01 - BARAHONA,0102 - ENRIQUILLO,5.8,reprobado,SECUNDARIO
0103 - BARAHONA,2021-2022,distrito,01 - BARAHONA,0103 - BARAHONA,6.4,reprobado,SECUNDARIO
0104 - CABRAL,2021-2022,distrito,01 - BARAHONA,0104 - CABRAL,10.3,reprobado,SECUNDARIO
0105 - VICENTE NOBLE,2021-2022,distrito,01 - BARAHONA,0105 - VICENTE NOBLE,9.7,reprobado,SECUNDARIO
02 - SAN JUAN DE LA MAGUANA,2021-2022,regional,02 - SAN JUAN DE LA MAGUANA,,9.8,reprobado,SECUNDARIO
0201 - COMENDADOR,2021-2022,distrito,02 - SAN JUAN DE LA MAGUANA,0201 - COMENDADOR,8.9,reprobado,SECUNDARIO
0202 - PEDRO SANTANA,2021-2022,distrito,02 - SAN JUAN DE LA MAGUANA,0202 - PEDRO SANTANA,6.9,reprobado,SECUNDARIO
0203 - LAS MATAS DE FARFAN,2021-2022,distrito,02 - SAN JUAN DE LA MAGUANA,0203 - LAS MATAS DE FARFAN,9.8,reprobado,SECUNDARIO
0204 - EL CERCADO,2021-2022,distrito,02 - SAN JUAN DE LA MAGUANA,0204 - EL CERCADO,6.3,reprobado,SECUNDARIO
0205 - SAN JUAN ESTE,2021-2022,distrito,02 - SAN JUAN DE LA MAGUANA,0205 - SAN JUAN ESTE,10.2,reprobado,SECUNDARIO
0206 - SAN JUAN OESTE,2021-2022,distrito,02 - SAN JUAN DE LA MAGUANA,0206 - SAN JUAN OESTE,11.4,reprobado,SECUNDARIO
0207 - HONDO VALLE,2021-2022,distrito,02 - SAN JUAN DE LA MAGUANA,0207 - HONDO VALLE,9.0,reprobado,SECUNDARIO
03 - AZUA,2021-2022,regional,03 - AZUA,,5.5,reprobado,SECUNDARIO
0301 - AZUA,2021-2022,distrito,03 - AZUA,0301 - AZUA,6.1,reprobado,SECUNDARIO
0302 - PADRE DE LAS CASAS,2021-2022,distrito,03 - AZUA,0302 - PADRE DE LAS CASAS,5.8,reprobado,SECUNDARIO
0303 - SAN JOSE DE OCOA,2021-2022,distrito,03 - AZUA,0303 - SAN JOSE DE OCOA,2.9,reprobado,SECUNDARIO
0304 - BANI,2021-2022,distrito,03 - AZUA,0304 - BANI,5.5,reprobado,SECUNDARIO
0305 - NIZAO,2021-2022,distrito,03 - AZUA,0305 - NIZAO,5.5,reprobado,SECUNDARIO
04 - SAN CRISTOBAL,2021-2022,regional,04 - SAN CRISTOBAL,,6.9,reprobado,SECUNDARIO
0401 - CAMBITA GARABITOS,2021-2022,distrito,04 - SAN CRISTOBAL,0401 - CAMBITA GARABITOS,6.4,reprobado,SECUNDARIO
0402 - SAN CRISTOBAL NORTE,2021-2022,distrito,04 - SAN CRISTOBAL,0402 - SAN CRISTOBAL NORTE,10.0,reprobado,SECUNDARIO
0403 - SAN CRISTOBAL SUR,2021-2022,distrito,04 - SAN CRISTOBAL,0403 - SAN CRISTOBAL SUR,6.6,reprobado,SECUNDARIO
0404 - VILLA ALTAGRACIA,2021-2022,distrito,04 - SAN CRISTOBAL,0404 - VILLA ALTAGRACIA,6.4,reprobado,SECUNDARIO
0405 - YAGUATE,2021-2022,distrito,04 - SAN CRISTOBAL,0405 - YAGUATE,5.7,reprobado,SECUNDARIO
0406 - HAINA,2021-2022,distrito,04 - SAN CRISTOBAL,0406 - HAINA,4.6,reprobado,SECUNDARIO
0407 - SAN GREGORIO DE NIGUA,2021-2022,distrito,04 - SAN CRISTOBAL,0407 - SAN GREGORIO DE NIGUA,8.5,reprobado,SECUNDARIO
05 - SAN PEDRO DE MACORIS,2021-2022,regional,05 - SAN PEDRO DE MACORIS,,6.3,reprobado,SECUNDARIO
0501 - SAN PEDRO DE MACORIS ESTE,2021-2022,distrito,05 - SAN PEDRO DE MACORIS,0501 - SAN PEDRO DE MACORIS ESTE,9.6,reprobado,SECUNDARIO
0502 - SAN PEDRO DE MACORIS OESTE,2021-2022,distrito,05 - SAN PEDRO DE MACORIS,0502 - SAN PEDRO DE MACORIS OESTE,4.0,reprobado,SECUNDARIO
0503 - LA ROMANA,2021-2022,distrito,05 - SAN PEDRO DE MACORIS,0503 - LA ROMANA,4.9,reprobado,SECUNDARIO
0504 - HATO MAYOR,2021-2022,distrito,05 - SAN PEDRO DE MACORIS,0504 - HATO MAYOR,6.4,reprobado,SECUNDARIO
0505 - SABANA DE LA MAR,2021-2022,distrito,05 - SAN PEDRO DE MACORIS,0505 - SABANA DE LA MAR,6.4,reprobado,SECUNDARIO
0506 - CONSUELO,2021-2022,distrito,05 - SAN PEDRO DE MACORIS,0506 - CONSUELO,8.3,reprobado,SECUNDARIO
0507 - SAN JOSE DE LOS LLANOS,2021-2022,distrito,05 - SAN PEDRO DE MACORIS,0507 - SAN JOSE DE LOS LLANOS,5.3,reprobado,SECUNDARIO
0508 - QUISQUEYA,2021-2022,distrito,05 - SAN PEDRO DE MACORIS,0508 - QUISQUEYA,12.3,reprobado,SECUNDARIO
0509 - EL VALLE,2021-2022,distrito,05 - SAN PEDRO DE MACORIS,0509 - EL VALLE,6.1,reprobado,SECUNDARIO
0510 - GUAYMATE,2021-2022,distrito,05 - SAN PEDRO DE MACORIS,0510 - GUAYMATE,9.4,reprobado,SECUNDARIO
0511 - VILLA HERMOSA,2021-2022,distrito,05 - SAN PEDRO DE MACORIS,0511 - VILLA HERMOSA,5.1,reprobado,SECUNDARIO
06 - LA VEGA,2021-2022,regional,06 - LA VEGA,,6.6,reprobado,SECUNDARIO
0601 - JOSE CONTRERAS,2021-2022,distrito,06 - LA VEGA,0601 - JOSE CONTRERAS,3.7,reprobado,SECUNDARIO
0602 - CONSTANZA,2021-2022,distrito,06 - LA VEGA,0602 - CONSTANZA,5.4,reprobado,SECUNDARIO
0603 - JARABACOA,2021-2022,distrito,06 - LA VEGA,0603 - JARABACOA,4.0,reprobado,SECUNDARIO
0604 - LA VEGA OESTE,2021-2022,distrito,06 - LA VEGA,0604 - LA VEGA OESTE,6.9,reprobado,SECUNDARIO
0605 - LA VEGA ESTE,2021-2022,distrito,06 - LA VEGA,0605 - LA VEGA ESTE,5.7,reprobado,SECUNDARIO
0606 - MOCA,2021-2022,distrito,06 - LA VEGA,0606 - MOCA,8.2,reprobado,SECUNDARIO
0607 - GASPAR HERNANDEZ,2021-2022,distrito,06 - LA VEGA,0607 - GASPAR HERNANDEZ,5.9,reprobado,SECUNDARIO
0608 - JAMAO AL NORTE,2021-2022,distrito,06 - LA VEGA,0608 - JAMAO AL NORTE,5.0,reprobado,SECUNDARIO
0609 - SAN VICTOR,2021-2022,distrito,06 - LA VEGA,0609 - SAN VICTOR,8.6,reprobado,SECUNDARIO
0610 - JIMA ABAJO,2021-2022,distrito,06 - LA VEGA,0610 - JIMA ABAJO,11.4,reprobado,SECUNDARIO
07 - SAN FRANCISCO DE MACORIS,2021-2022,regional,07 - SAN FRANCISCO DE MACORIS,,6.5,reprobado,SECUNDARIO
0701 - TENARES,2021-2022,distrito,07 - SAN FRANCISCO DE MACORIS,0701 - TENARES,4.8,reprobado,SECUNDARIO
0702 - SALCEDO,2021-2022,distrito,07 - SAN FRANCISCO DE MACORIS,0702 - SALCEDO,6.4,reprobado,SECUNDARIO
0703 - CASTILLO,2021-2022,distrito,07 - SAN FRANCISCO DE MACORIS,0703 - CASTILLO,7.2,reprobado,SECUNDARIO
0704 - VILLA RIVA,2021-2022,distrito,07 - SAN FRANCISCO DE MACORIS,0704 - VILLA RIVA,10.1,reprobado,SECUNDARIO
0705 - SAN FRANCISCO DE MACORIS SUR-E,2021-2022,distrito,07 - SAN FRANCISCO DE MACORIS,0705 - SAN FRANCISCO DE MACORIS SUR-E,6.3,reprobado,SECUNDARIO
0706 - SAN FRANCISCO DE MACORIS NOR-O,2021-2022,distrito,07 - SAN FRANCISCO DE MACORIS,0706 - SAN FRANCISCO DE MACORIS NOR-O,5.7,reprobado,SECUNDARIO
0707 - VILLA TAPIA,2021-2022,distrito,07 - SAN FRANCISCO DE MACORIS,0707 - VILLA TAPIA,5.5,reprobado,SECUNDARIO
08 - SANTIAGO,2021-2022,regional,08 - SANTIAGO,,6.9,reprobado,SECUNDARIO
0801 - SAN JOSE DE LAS MATAS,2021-2022,distrito,08 - SANTIAGO,0801 - SAN JOSE DE LAS MATAS,5.7,reprobado,SECUNDARIO
0802 - JANICO,2021-2022,distrito,08 - SANTIAGO,0802 - JANICO,5.8,reprobado,SECUNDARIO
0803 - SANTIAGO SUR-ESTE,2021-2022,distrito,08 - SANTIAGO,0803 - SANTIAGO SUR-ESTE,5.0,reprobado,SECUNDARIO
0804 - SANTIAGO NOROESTE,2021-2022,distrito,08 - SANTIAGO,0804 - SANTIAGO NOROESTE,8.1,reprobado,SECUNDARIO
0805 - SANTIAGO CENTRO-OESTE,2021-2022,distrito,08 - SANTIAGO,0805 - SANTIAGO CENTRO-OESTE,7.4,reprobado,SECUNDARIO
0806 - SANTIAGO NORESTE,2021-2022,distrito,08 - SANTIAGO,0806 - SANTIAGO NORESTE,5.8,reprobado,SECUNDARIO
0807 - VILLA BISONO (NAVARRETE),2021-2022,distrito,08 - SANTIAGO,0807 - VILLA BISONO (NAVARRETE),7.7,reprobado,SECUNDARIO
0808 - LICEY AL MEDIO,2021-2022,distrito,08 - SANTIAGO,0808 - LICEY AL MEDIO,6.5,reprobado,SECUNDARIO
0809 - TAMBORIL,2021-2022,distrito,08 - SANTIAGO,0809 - TAMBORIL,5.3,reprobado,SECUNDARIO
0810 - VILLA GONZALEZ,2021-2022,distrito,08 - SANTIAGO,0810 - VILLA GONZALEZ,10.9,reprobado,SECUNDARIO
09 - MAO,2021-2022,regional,09 - MAO,,7.1,reprobado,SECUNDARIO
0901 - MAO,2021-2022,distrito,09 - MAO,0901 - MAO,6.6,reprobado,SECUNDARIO
0902 - ESPERANZA,2021-2022,distrito,09 - MAO,0902 - ESPERANZA,10.2,reprobado,SECUNDARIO
0903 - SAN IGNACIO DE SABANETA,2021-2022,distrito,09 - MAO,0903 - SAN IGNACIO DE SABANETA,4.3,reprobado,SECUNDARIO
0904 - MONCION,2021-2022,distrito,09 - MAO,0904 - MONCION,4.9,reprobado,SECUNDARIO
0905 - LAGUNA SALADA,2021-2022,distrito,09 - MAO,0905 - LAGUNA SALADA,6.8,reprobado,SECUNDARIO
0906 - VILLA LOS ALMACIGOS,2021-2022,distrito,09 - MAO,0906 - VILLA LOS ALMACIGOS,5.0,reprobado,SECUNDARIO
10 - SANTO DOMINGO,2021-2022,regional,10 - SANTO DOMINGO,,4.9,reprobado,SECUNDARIO
1001 - VILLA MELLA,2021-2022,distrito,10 - SANTO DOMINGO,1001 - VILLA MELLA,6.4,reprobado,SECUNDARIO
1002 - SABANA PERDIDA,2021-2022,distrito,10 - SANTO DOMINGO,1002 - SABANA PERDIDA,4.9,reprobado,SECUNDARIO
1003 - SANTO DOMINGO NORESTE,2021-2022,distrito,10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,5.8,reprobado,SECUNDARIO
1004 - SANTO DOMINGO ORIENTAL,2021-2022,distrito,10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,3.0,reprobado,SECUNDARIO
1005 - BOCA CHICA,2021-2022,distrito,10 - SANTO DOMINGO,1005 - BOCA CHICA,6.6,reprobado,SECUNDARIO
1006 - MENDOZA,2021-2022,distrito,10 - SANTO DOMINGO,1006 - MENDOZA,3.5,reprobado,SECUNDARIO
1007 - SAN ANTONIO DE GUERRA,2021-2022,distrito,10 - SANTO DOMINGO,1007 - SAN ANTONIO DE GUERRA,3.4,reprobado,SECUNDARIO
11 - PUERTO PLATA,2021-2022,regional,11 - PUERTO PLATA,,5.6,reprobado,SECUNDARIO
1101 - SOSUA,2021-2022,distrito,11 - PUERTO PLATA,1101 - SOSUA,5.0,reprobado,SECUNDARIO
1102 - PUERTO PLATA,2021-2022,distrito,11 - PUERTO PLATA,1102 - PUERTO PLATA,6.2,reprobado,SECUNDARIO
1103 - IMBERT,2021-2022,distrito,11 - PUERTO PLATA,1103 - IMBERT,2.8,reprobado,SECUNDARIO
1104 - LUPERON,2021-2022,distrito,11 - PUERTO PLATA,1104 - LUPERON,9.0,reprobado,SECUNDARIO
1105 - ALTAMIRA,2021-2022,distrito,11 - PUERTO PLATA,1105 - ALTAMIRA,2.5,reprobado,SECUNDARIO
1106 - EL MAMEY,2021-2022,distrito,11 - PUERTO PLATA,1106 - EL MAMEY,7.6,reprobado,SECUNDARIO
1107 - VILLA ISABELA,2021-2022,distrito,11 - PUERTO PLATA,1107 - VILLA ISABELA,4.3,reprobado,SECUNDARIO
12 - HIGUEY,2021-2022,regional,12 - HIGUEY,,7.9,reprobado,SECUNDARIO
1201 - HIGUEY,2021-2022,distrito,12 - HIGUEY,1201 - HIGUEY,8.4,reprobado,SECUNDARIO
1202 - SAN RAFAEL DEL YUMA,2021-2022,distrito,12 - HIGUEY,1202 - SAN RAFAEL DEL YUMA,5.1,reprobado,SECUNDARIO
1203 - EL SEIBO,2021-2022,distrito,12 - HIGUEY,1203 - EL SEIBO,8.4,reprobado,SECUNDARIO
1204 - MICHES,2021-2022,distrito,12 - HIGUEY,1204 - MICHES,3.5,reprobado,SECUNDARIO
13 - MONTE CRISTI,2021-2022,regional,13 - MONTE CRISTI,,5.2,reprobado,SECUNDARIO
1301 - MONTE CRISTI,2021-2022,distrito,13 - MONTE CRISTI,1301 - MONTE CRISTI,4.9,reprobado,SECUNDARIO
1302 - GUAYUBIN,2021-2022,distrito,13 - MONTE CRISTI,1302 - GUAYUBIN,4.7,reprobado,SECUNDARIO
1303 - VILLA VASQUEZ,2021-2022,distrito,13 - MONTE CRISTI,1303 - VILLA VASQUEZ,3.9,reprobado,SECUNDARIO
1304 - DAJABON,2021-2022,distrito,13 - MONTE CRISTI,1304 - DAJABON,8.1,reprobado,SECUNDARIO
1305 - LOMA DE CABRERA,2021-2022,distrito,13 - MONTE CRISTI,1305 - LOMA DE CABRERA,3.7,reprobado,SECUNDARIO
1306 - RESTAURACION,2021-2022,distrito,13 - MONTE CRISTI,1306 - RESTAURACION,4.1,reprobado,SECUNDARIO
14 - NAGUA,2021-2022,regional,14 - NAGUA,,8.4,reprobado,SECUNDARIO
1401 - NAGUA,2021-2022,distrito,14 - NAGUA,1401 - NAGUA,7.4,reprobado,SECUNDARIO
1402 - CABRERA,2021-2022,distrito,14 - NAGUA,1402 - CABRERA,6.4,reprobado,SECUNDARIO
1403 - RIO SAN JUAN,2021-2022,distrito,14 - NAGUA,1403 - RIO SAN JUAN,16.6,reprobado,SECUNDARIO
1404 - SAMANA,2021-2022,distrito,14 - NAGUA,1404 - SAMANA,6.6,reprobado,SECUNDARIO
1405 - SANCHEZ,2021-2022,distrito,14 - NAGUA,1405 - SANCHEZ,13.2,reprobado,SECUNDARIO
1406 - EL FACTOR,2021-2022,distrito,14 - NAGUA,1406 - EL FACTOR,10.7,reprobado,SECUNDARIO
1407 - LAS TERRENAS,2021-2022,distrito,14 - NAGUA,1407 - LAS TERRENAS,4.6,reprobado,SECUNDARIO
15 - SANTO DOMINGO,2021-2022,regional,15 - SANTO DOMINGO,,4.5,reprobado,SECUNDARIO
1501 - LOS ALCARRIZOS,2021-2022,distrito,15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,4.8,reprobado,SECUNDARIO
1502 - SANTO DOMINGO CENTRO,2021-2022,distrito,15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,6.3,reprobado,SECUNDARIO
1503 - SANTO DOMINGO SURCENTRAL,2021-2022,distrito,15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,2.5,reprobado,SECUNDARIO
1504 - SANTO DOMINGO NOROESTE,2021-2022,distrito,15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,4.9,reprobado,SECUNDARIO
1505 - HERRERA,2021-2022,distrito,15 - SANTO DOMINGO,1505 - HERRERA,4.7,reprobado,SECUNDARIO
1506 - PEDRO BRAND,2021-2022,distrito,15 - SANTO DOMINGO,1506 - PEDRO BRAND,4.8,reprobado,SECUNDARIO
16 - COTUI,2021-2022,regional,16 - COTUI,,6.9,reprobado,SECUNDARIO
1601 - COTUI,2021-2022,distrito,16 - COTUI,1601 - COTUI,6.2,reprobado,SECUNDARIO
1602 - FANTINO,2021-2022,distrito,16 - COTUI,1602 - FANTINO,5.2,reprobado,SECUNDARIO
1603 - CEVICOS,2021-2022,distrito,16 - COTUI,1603 - CEVICOS,7.8,reprobado,SECUNDARIO
1604 - BONAO SUROESTE,2021-2022,distrito,16 - COTUI,1604 - BONAO SUROESTE,5.8,reprobado,SECUNDARIO
1605 - PIEDRA BLANCA,2021-2022,distrito,16 - COTUI,1605 - PIEDRA BLANCA,9.3,reprobado,SECUNDARIO
1606 - BONAO NORDESTE,2021-2022,distrito,16 - COTUI,1606 - BONAO NORDESTE,7.8,reprobado,SECUNDARIO
1607 - VILLA LA MATA,2021-2022,distrito,16 - COTUI,1607 - VILLA LA MATA,6.5,reprobado,SECUNDARIO
17 - MONTE PLATA,2021-2022,regional,17 - MONTE PLATA,,6.8,reprobado,SECUNDARIO
1701 - YAMASA,2021-2022,distrito,17 - MONTE PLATA,1701 - YAMASA,8.1,reprobado,SECUNDARIO
1702 - MONTE PLATA,2021-2022,distrito,17 - MONTE PLATA,1702 - MONTE PLATA,5.1,reprobado,SECUNDARIO
1703 - BAYAGUANA,2021-2022,distrito,17 - MONTE PLATA,1703 - BAYAGUANA,7.5,reprobado,SECUNDARIO
1704 - SABANA GRANDE DE BOYA,2021-2022,distrito,17 - MONTE PLATA,1704 - SABANA GRANDE DE BOYA,8.0,reprobado,SECUNDARIO
1705 - ESPERALVILLO,2021-2022,distrito,17 - MONTE PLATA,1705 - ESPERALVILLO,4.6,reprobado,SECUNDARIO
18 - BAHORUCO,2021-2022,regional,18 - BAHORUCO,,8.5,reprobado,SECUNDARIO
1801 - NEYBA,2021-2022,distrito,18 - BAHORUCO,1801 - NEYBA,9.4,reprobado,SECUNDARIO
1802 - TAMAYO,2021-2022,distrito,18 - BAHORUCO,1802 - TAMAYO,8.3,reprobado,SECUNDARIO
1803 - VILLA JARAGUA,2021-2022,distrito,18 - BAHORUCO,1803 - VILLA JARAGUA,12.5,reprobado,SECUNDARIO
1804 - JIMANI,2021-2022,distrito,18 - BAHORUCO,1804 - JIMANI,6.8,reprobado,SECUNDARIO
1805 - DUVERGE,2021-2022,distrito,18 - BAHORUCO,1805 - DUVERGE,6.0,reprobado,SECUNDARIO
TOTAL,2022-2023,total,,,6.2,reprobado,SECUNDARIO
01 - BARAHONA,2022-2023,regional,01 - BARAHONA,,7.5,reprobado,SECUNDARIO
0101 - PEDERNALES,2022-2023,distrito,01 - BARAHONA,0101 - PEDERNALES,5.2,reprobado,SECUNDARIO
0102 - ENRIQUILLO,2022-2023,distrito,01 - BARAHONA,0102 - ENRIQUILLO,5.4,reprobado,SECUNDARIO
0103 - BARAHONA,2022-2023,distrito,01 - BARAHONA,0103 - BARAHONA,6.9,reprobado,SECUNDARIO
0104 - CABRAL,2022-2023,distrito,01 - BARAHONA,0104 - CABRAL,8.9,reprobado,SECUNDARIO
0105 - VICENTE NOBLE,2022-2023,distrito,01 - BARAHONA,0105 - VICENTE NOBLE,12.8,reprobado,SECUNDARIO
02 - SAN JUAN DE LA MAGUANA,2022-2023,regional,02 - SAN JUAN DE LA MAGUANA,,9.4,reprobado,SECUNDARIO
0201 - COMENDADOR,2022-2023,distrito,02 - SAN JUAN DE LA MAGUANA,0201 - COMENDADOR,11.0,reprobado,SECUNDARIO
0202 - PEDRO SANTANA,2022-2023,distrito,02 - SAN JUAN DE LA MAGUANA,0202 - PEDRO SANTANA,5.7,reprobado,SECUNDARIO
0203 - LAS MATAS DE FARFAN,2022-2023,distrito,02 - SAN JUAN DE LA MAGUANA,0203 - LAS MATAS DE FARFAN,8.2,reprobado,SECUNDARIO
0204 - EL CERCADO,2022-2023,distrito,02 - SAN JUAN DE LA MAGUANA,0204 - EL CERCADO,8.0,reprobado,SECUNDARIO
0205 - SAN JUAN ESTE,2022-2023,distrito,02 - SAN JUAN DE LA MAGUANA,0205 - SAN JUAN ESTE,8.4,reprobado,SECUNDARIO
0206 - SAN JUAN OESTE,2022-2023,distrito,02 - SAN JUAN DE LA MAGUANA,0206 - SAN JUAN OESTE,11.2,reprobado,SECUNDARIO
0207 - HONDO VALLE,2022-2023,distrito,02 - SAN JUAN DE LA MAGUANA,0207 - HONDO VALLE,12.2,reprobado,SECUNDARIO
03 - AZUA,2022-2023,regional,03 - AZUA,,6.5,reprobado,SECUNDARIO
0301 - AZUA,2022-2023,distrito,03 - AZUA,0301 - AZUA,7.8,reprobado,SECUNDARIO
0302 - PADRE DE LAS CASAS,2022-2023,distrito,03 - AZUA,0302 - PADRE DE LAS CASAS,4.5,reprobado,SECUNDARIO
0303 - SAN JOSE DE OCOA,2022-2023,distrito,03 - AZUA,0303 - SAN JOSE DE OCOA,3.3,reprobado,SECUNDARIO
0304 - BANI,2022-2023,distrito,03 - AZUA,0304 - BANI,6.7,reprobado,SECUNDARIO
0305 - NIZAO,2022-2023,distrito,03 - AZUA,0305 - NIZAO,5.5,reprobado,SECUNDARIO
04 - SAN CRISTOBAL,2022-2023,regional,04 - SAN CRISTOBAL,,6.6,reprobado,SECUNDARIO
0401 - CAMBITA GARABITOS,2022-2023,distrito,04 - SAN CRISTOBAL,0401 - CAMBITA GARABITOS,4.3,reprobado,SECUNDARIO
0402 - SAN CRISTOBAL NORTE,2022-2023,distrito,04 - SAN CRISTOBAL,0402 - SAN CRISTOBAL NORTE,9.8,reprobado,SECUNDARIO
0403 - SAN CRISTOBAL SUR,2022-2023,distrito,04 - SAN CRISTOBAL,0403 - SAN CRISTOBAL SUR,6.0,reprobado,SECUNDARIO
0404 - VILLA ALTAGRACIA,2022-2023,distrito,04 - SAN CRISTOBAL,0404 - VILLA ALTAGRACIA,5.5,reprobado,SECUNDARIO
0405 - YAGUATE,2022-2023,distrito,04 - SAN CRISTOBAL,0405 - YAGUATE,5.5,reprobado,SECUNDARIO
0406 - HAINA,2022-2023,distrito,04 - SAN CRISTOBAL,0406 - HAINA,6.2,reprobado,SECUNDARIO
0407 - SAN GREGORIO DE NIGUA,2022-2023,distrito,04 - SAN CRISTOBAL,0407 - SAN GREGORIO DE NIGUA,6.0,reprobado,SECUNDARIO
05 - SAN PEDRO DE MACORIS,2022-2023,regional,05 - SAN PEDRO DE MACORIS,,6.4,reprobado,SECUNDARIO
0501 - SAN PEDRO DE MACORIS ESTE,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0501 - SAN PEDRO DE MACORIS ESTE,7.5,reprobado,SECUNDARIO
0502 - SAN PEDRO DE MACORIS OESTE,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0502 - SAN PEDRO DE MACORIS OESTE,5.0,reprobado,SECUNDARIO
0503 - LA ROMANA,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0503 - LA ROMANA,4.2,reprobado,SECUNDARIO
0504 - HATO MAYOR,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0504 - HATO MAYOR,7.1,reprobado,SECUNDARIO
0505 - SABANA DE LA MAR,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0505 - SABANA DE LA MAR,2.6,reprobado,SECUNDARIO
0506 - CONSUELO,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0506 - CONSUELO,12.3,reprobado,SECUNDARIO
0507 - SAN JOSE DE LOS LLANOS,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0507 - SAN JOSE DE LOS LLANOS,8.0,reprobado,SECUNDARIO
0508 - QUISQUEYA,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0508 - QUISQUEYA,11.3,reprobado,SECUNDARIO
0509 - EL VALLE,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0509 - EL VALLE,7.9,reprobado,SECUNDARIO
0510 - GUAYMATE,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0510 - GUAYMATE,7.2,reprobado,SECUNDARIO
0511 - VILLA HERMOSA,2022-2023,distrito,05 - SAN PEDRO DE MACORIS,0511 - VILLA HERMOSA,6.4,reprobado,SECUNDARIO
06 - LA VEGA,2022-2023,regional,06 - LA VEGA,,6.8,reprobado,SECUNDARIO
0601 - JOSE CONTRERAS,2022-2023,distrito,06 - LA VEGA,0601 - JOSE CONTRERAS,4.1,reprobado,SECUNDARIO
0602 - CONSTANZA,2022-2023,distrito,06 - LA VEGA,0602 - CONSTANZA,7.0,reprobado,SECUNDARIO
0603 - JARABACOA,2022-2023,distrito,06 - LA VEGA,0603 - JARABACOA,5.0,reprobado,SECUNDARIO
0604 - LA VEGA OESTE,2022-2023,distrito,06 - LA VEGA,0604 - LA VEGA OESTE,7.6,reprobado,SECUNDARIO
0605 - LA VEGA ESTE,2022-2023,distrito,06 - LA VEGA,0605 - LA VEGA ESTE,6.1,reprobado,SECUNDARIO
